timestampNs,users,fRecv_Move_p50,fRecv_Move_p95,fRecv_Move_p99,fRecv_Move_cnt,fRecv_RTT_p50,fRecv_RTT_p95,fRecv_RTT_p99,fRecv_RTT_cnt,fRecv_Swing_p50,fRecv_Swing_p95,fRecv_Swing_p99,fRecv_Swing_cnt,fRecv_Skill_p50,fRecv_Skill_p95,fRecv_Skill_p99,fRecv_Skill_cnt,fRecv_Pickup_p50,fRecv_Pickup_p95,fRecv_Pickup_p99,fRecv_Pickup_cnt,fRecv_UseItem_p50,fRecv_UseItem_p95,fRecv_UseItem_p99,fRecv_UseItem_cnt,fRecv_DelItem_p50,fRecv_DelItem_p95,fRecv_DelItem_p99,fRecv_DelItem_cnt,fRecv_Swap_p50,fRecv_Swap_p95,fRecv_Swap_p99,fRecv_Swap_cnt,fRecv_Respawn_p50,fRecv_Respawn_p95,fRecv_Respawn_p99,fRecv_Respawn_cnt,fRecv_Lock_p50,fRecv_Lock_p95,fRecv_Lock_p99,fRecv_Lock_cnt,fUpd_Whole_p50,fUpd_Whole_p95,fUpd_Whole_p99,fUpd_Whole_cnt,fUpd_User_p50,fUpd_User_p95,fUpd_User_p99,fUpd_User_cnt,fUpd_Monster_p50,fUpd_Monster_p95,fUpd_Monster_p99,fUpd_Monster_cnt,fUpd_Drop_p50,fUpd_Drop_p95,fUpd_Drop_p99,fUpd_Drop_cnt,fUpd_Lock_p50,fUpd_Lock_p95,fUpd_Lock_p99,fUpd_Lock_cnt,bc_CreateChar_p50,bc_CreateChar_p95,bc_CreateChar_p99,bc_CreateChar_cnt,bc_DelChar_p50,bc_DelChar_p95,bc_DelChar_p99,bc_DelChar_cnt,bc_MoveInput_p50,bc_MoveInput_p95,bc_MoveInput_p99,bc_MoveInput_cnt,bc_Swing_p50,bc_Swing_p95,bc_Swing_p99,bc_Swing_cnt,bc_HitResult_p50,bc_HitResult_p95,bc_HitResult_p99,bc_HitResult_cnt,bc_Skill_p50,bc_Skill_p95,bc_Skill_p99,bc_Skill_cnt,bc_CreateMon_p50,bc_CreateMon_p95,bc_CreateMon_p99,bc_CreateMon_cnt,bc_DelMon_p50,bc_DelMon_p95,bc_DelMon_p99,bc_DelMon_cnt,bc_MoveMon_p50,bc_MoveMon_p95,bc_MoveMon_p99,bc_MoveMon_cnt,bc_StopMon_p50,bc_StopMon_p95,bc_StopMon_p99,bc_StopMon_cnt,bc_MonHitPlayer_p50,bc_MonHitPlayer_p95,bc_MonHitPlayer_p99,bc_MonHitPlayer_cnt,bc_CreateDrop_p50,bc_CreateDrop_p95,bc_CreateDrop_p99,bc_CreateDrop_cnt,bc_DelDrop_p50,bc_DelDrop_p95,bc_DelDrop_p99,bc_DelDrop_cnt,bc_Respawn_p50,bc_Respawn_p95,bc_Respawn_p99,bc_Respawn_cnt,aRecv_Login_p50,aRecv_Login_p95,aRecv_Login_p99,aRecv_Login_cnt,aRecv_CharSelect_p50,aRecv_CharSelect_p95,aRecv_CharSelect_p99,aRecv_CharSelect_cnt,aRecv_Lock_p50,aRecv_Lock_p95,aRecv_Lock_p99,aRecv_Lock_cnt,aUpd_Lock_p50,aUpd_Lock_p95,aUpd_Lock_p99,aUpd_Lock_cnt,aUpd_Whole_p50,aUpd_Whole_p95,aUpd_Whole_p99,aUpd_Whole_cnt,cpuTotal,cpuUser,cpuKernel,db_CharSelect,db_InsertItem,db_DelItem,db_ItemCount,db_ItemSlot,db_CharProgress,db_LogOut,db_CharSelect_q_p50,db_CharSelect_q_p95,db_CharSelect_q_p99,db_CharSelect_q_cnt,db_InsertItem_q_p50,db_InsertItem_q_p95,db_InsertItem_q_p99,db_InsertItem_q_cnt,db_DelItem_q_p50,db_DelItem_q_p95,db_DelItem_q_p99,db_DelItem_q_cnt,db_ItemCount_q_p50,db_ItemCount_q_p95,db_ItemCount_q_p99,db_ItemCount_q_cnt,db_ItemSlot_q_p50,db_ItemSlot_q_p95,db_ItemSlot_q_p99,db_ItemSlot_q_cnt,db_CharProgress_q_p50,db_CharProgress_q_p95,db_CharProgress_q_p99,db_CharProgress_q_cnt,db_LogOut_q_p50,db_LogOut_q_p95,db_LogOut_q_p99,db_LogOut_q_cnt,dbQueue,storeQueue,sendIOTPS,recvIOTPS,tcpSeg,tcpRetx,fieldFrame,authFrame,syncCount
20101667739700,100,2048,16384,32768,363,512,8192,8192,47,8192,65536,131072,59,0,0,0,0,0,0,0,0,4096,65536,65536,12,512,8192,8192,100,2048,8192,8192,12,0,0,0,0,64,65536,131072,611,262144,262144,262144,42,2048,32768,32768,42,262144,262144,262144,42,64,64,128,42,128,256,512,42,64,128,256,930,128,512,512,30,128,512,8192,3267,128,256,8192,531,64,128,128,9,64,256,256,162,128,256,512,642,64,256,256,642,0,64,256,6516,0,64,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,524288,524288,100,1024,65536,131072,100,64,128,65536,200,64,128,256,21,64,262144,262144,21,8.60,5.31,3.29,100,0,0,12,0,59,0,262144,262144,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,12,0,0,0,0,65536,131072,262144,59,0,0,0,0,0,0,1307,808,3364,0,42,21,0
20102701164800,200,2048,16384,32768,952,512,8192,16384,129,8192,16384,16384,114,0,0,0,0,0,0,0,0,4096,16384,16384,35,512,8192,16384,192,2048,8192,8192,20,0,0,0,0,64,65536,262144,1484,262144,262144,262144,41,32768,65536,65536,41,262144,262144,262144,41,64,128,128,41,128,256,256,41,64,256,8192,1056,256,512,512,156,128,512,8192,8568,128,256,8192,1026,0,0,0,0,128,512,8192,378,128,256,512,1044,64,256,256,1044,0,64,256,5661,64,128,128,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,1024,100,64,128,1024,200,128,128,128,20,64,262144,262144,20,9.26,5.88,3.38,100,0,0,35,0,114,0,262144,524288,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,35,0,0,0,0,65536,131072,131072,114,0,0,0,0,0,0,3396,1681,5789,0,41,20,0
20103739507000,300,2048,16384,32768,1618,512,8192,16384,220,4096,16384,16384,176,0,0,0,0,0,0,0,0,4096,16384,16384,51,512,8192,8192,235,2048,8192,16384,25,0,0,0,0,64,65536,131072,2401,262144,262144,524288,42,32768,65536,65536,42,262144,262144,262144,42,64,64,128,42,128,256,256,42,64,256,512,1125,128,512,8192,225,128,512,8192,14562,128,256,8192,1584,64,256,256,27,64,256,8192,684,128,512,512,1308,64,256,256,1308,0,128,256,3951,64,256,256,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,1024,100,64,128,512,200,128,128,128,21,64,262144,262144,21,8.91,5.27,3.64,100,0,0,51,0,176,0,262144,262144,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,51,0,0,0,0,65536,131072,262144,176,0,0,0,0,0,0,5659,2592,8278,0,42,21,0
20104771603700,356,2048,16384,32768,2196,512,8192,16384,316,8192,16384,32768,262,4096,8192,8192,3,0,0,0,0,4096,16384,16384,78,512,8192,16384,184,2048,8192,16384,65,0,0,0,0,64,65536,131072,3193,262144,524288,524288,41,65536,131072,131072,41,262144,262144,262144,41,64,128,128,41,128,256,256,41,64,256,8192,855,128,512,8192,351,128,512,8192,19764,64,512,8192,2358,64,256,256,45,128,512,8192,828,128,512,512,768,64,256,512,768,64,256,8192,2412,64,256,8192,261,128,256,1024,54,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,83,1024,2048,2048,57,64,64,128,140,64,128,128,21,64,65536,131072,21,12.21,6.36,5.85,57,0,0,78,0,265,0,262144,524288,524288,57,0,0,0,0,0,0,0,0,524288,1048576,1048576,78,0,0,0,0,65536,131072,262144,265,0,0,0,0,0,0,7664,3319,9982,0,41,21,0
20105806591600,400,2048,16384,16384,2946,512,8192,16384,403,4096,16384,16384,348,8192,16384,16384,33,0,0,0,0,2048,16384,16384,104,512,8192,16384,324,2048,8192,16384,91,0,0,0,0,64,65536,262144,4329,524288,524288,524288,41,131072,131072,131072,41,262144,262144,262144,41,64,64,128,41,128,128,128,41,64,512,8192,1032,128,512,8192,636,128,512,8192,26514,128,512,8192,3132,64,256,256,189,128,512,4096,1017,128,512,1024,672,64,256,512,672,64,256,1024,7056,64,256,4096,495,64,256,512,66,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,17,1024,1024,2048,43,64,1024,1024,60,64,128,128,20,64,262144,262144,20,9.11,4.99,4.12,43,0,0,104,0,381,0,262144,262144,524288,43,0,0,0,0,0,0,0,0,524288,1048576,1048576,104,0,0,0,0,65536,131072,262144,381,0,0,0,0,0,0,9873,4365,12655,0,41,20,0
20106840577900,500,2048,16384,16384,3515,512,8192,8192,496,4096,16384,16384,384,4096,16384,16384,49,0,0,0,0,2048,8192,16384,103,512,8192,16384,468,2048,8192,16384,81,0,0,0,0,1024,131072,262144,5176,524288,524288,524288,42,131072,131072,131072,42,262144,262144,524288,42,64,128,128,42,128,256,32768,42,64,256,4096,1569,128,512,8192,669,128,512,8192,31635,64,512,4096,3456,64,256,256,207,128,512,4096,1161,128,512,1024,504,64,256,512,504,64,256,1024,10404,64,256,512,873,64,256,8192,90,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,2048,100,64,128,1024,200,64,128,128,21,128,262144,262144,21,9.41,5.98,3.43,100,0,0,103,0,433,0,262144,262144,262144,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,103,0,0,0,0,65536,131072,262144,433,0,0,0,0,0,0,11245,5348,15639,0,42,21,0
20107873201700,600,2048,16384,16384,4126,512,8192,16384,581,4096,16384,16384,458,4096,16384,16384,84,0,0,0,0,2048,16384,16384,137,512,8192,8192,570,2048,8192,8192,81,0,0,0,0,128,65536,131072,6134,524288,524288,524288,41,131072,262144,262144,41,262144,524288,524288,41,64,128,128,41,128,128,256,41,64,256,512,1551,128,512,8192,651,128,512,4096,37134,64,256,4096,4122,64,256,256,333,128,512,1024,1629,128,512,1024,606,64,256,512,606,64,256,4096,11178,64,256,4096,1179,64,512,512,168,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,2048,100,64,64,128,200,64,128,128,21,64,262144,262144,21,9.43,6.04,3.40,100,0,0,137,0,542,0,262144,524288,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,137,0,0,0,0,65536,131072,262144,542,0,0,0,0,0,0,12925,6293,17949,0,41,21,0
20108906484000,700,2048,8192,16384,4707,512,8192,8192,647,4096,16384,16384,500,4096,16384,16384,101,0,0,0,0,2048,8192,16384,141,512,8192,8192,615,2048,8192,16384,86,0,0,0,0,1024,65536,131072,6890,524288,524288,524288,41,131072,131072,131072,41,262144,524288,524288,41,64,128,128,41,64,128,128,41,64,256,512,1733,128,512,2048,833,128,512,4096,42363,64,512,4096,4500,64,256,256,459,128,512,4096,1746,128,512,1024,711,64,256,512,711,64,256,2048,12294,64,256,1024,1251,64,256,2048,156,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,8192,100,64,128,1024,200,128,128,128,20,64,262144,262144,20,10.31,6.29,4.02,100,0,0,141,0,601,0,262144,262144,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,141,0,0,0,0,65536,131072,262144,601,0,0,0,0,0,0,14162,7051,20205,0,41,20,0
20109943597400,800,2048,8192,16384,5308,512,4096,8192,756,4096,16384,16384,610,8192,16384,16384,129,0,0,0,0,2048,8192,16384,159,512,8192,8192,638,1024,8192,8192,110,0,0,0,0,512,65536,131072,7792,524288,524288,524288,42,131072,131072,262144,42,262144,524288,524288,42,64,128,128,42,128,128,8192,42,64,256,512,1734,128,512,4096,834,128,512,4096,47772,64,256,512,5490,64,256,256,585,128,512,1024,1899,128,512,1024,792,64,256,512,792,64,256,512,13167,64,256,4096,1395,64,256,256,129,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,2048,2048,100,64,128,1024,200,64,128,128,21,128,131072,131072,21,10.11,6.99,3.12,100,0,0,159,0,739,0,262144,262144,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,159,0,0,0,0,65536,131072,131072,739,0,0,0,0,0,0,15726,7945,22345,0,42,21,0
20110978673800,859,2048,8192,16384,5853,512,4096,8192,831,4096,16384,16384,679,4096,8192,16384,149,0,0,0,0,2048,8192,8192,158,512,4096,8192,581,2048,8192,8192,115,0,0,0,0,64,65536,131072,8438,524288,524288,524288,41,131072,262144,262144,41,262144,524288,524288,41,64,128,256,41,128,128,256,41,64,256,512,1458,128,512,1024,927,128,512,4096,52677,128,256,4096,6111,64,256,256,597,128,256,1024,1989,128,512,1024,735,64,256,512,735,64,256,4096,12438,64,256,512,1206,64,256,256,135,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,84,1024,1024,1024,65,64,64,512,149,64,128,128,21,64,131072,262144,21,12.33,6.79,5.53,65,0,0,158,0,828,0,262144,262144,262144,65,0,0,0,0,0,0,0,0,524288,1048576,1048576,158,0,0,0,0,65536,131072,262144,828,0,0,0,0,0,0,17317,8548,23739,0,41,21,0
20112010679800,900,2048,8192,16384,6689,512,4096,8192,937,4096,16384,16384,756,4096,16384,32768,174,0,0,0,0,2048,8192,8192,224,512,4096,8192,696,1024,4096,8192,121,0,0,0,0,64,65536,262144,9693,524288,524288,1048576,41,262144,262144,262144,41,262144,524288,524288,41,64,128,128,41,128,256,16384,41,64,256,512,1454,128,512,4096,1085,128,512,4096,60201,64,256,1024,6804,64,256,256,768,128,256,1024,2421,256,1024,1024,785,64,512,512,785,64,256,512,14724,64,256,512,1395,64,256,512,117,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,16,1024,1024,1024,35,64,64,128,51,64,128,128,20,64,262144,262144,20,12.86,6.62,6.24,35,0,0,224,0,930,0,262144,262144,262144,35,0,0,0,0,0,0,0,0,524288,1048576,1048576,222,0,0,0,0,65536,131072,131072,926,0,0,0,0,5,0,19030,9660,26232,0,41,20,0
20113045595100,1000,2048,8192,16384,7109,512,4096,8192,996,4096,16384,16384,808,8192,16384,16384,194,0,0,0,0,2048,8192,8192,206,512,4096,8192,899,2048,8192,8192,147,0,0,0,0,256,65536,131072,10433,524288,524288,524288,42,131072,262144,262144,42,262144,524288,524288,42,64,128,256,42,128,128,256,42,64,256,512,2096,128,512,2048,1196,128,512,4096,63981,128,512,4096,7272,64,256,512,1017,128,256,1024,2331,256,1024,1024,849,64,512,512,849,64,256,512,15561,64,256,4096,1467,64,256,512,150,0,0,0,0,0,0,0,0,0,0,0,0,1024,2048,2048,100,1024,1024,1024,100,64,64,256,200,64,128,128,21,64,131072,262144,21,12.97,7.23,5.74,100,0,0,206,0,1002,0,262144,262144,524288,100,0,0,0,0,0,0,0,0,524288,1048576,1048576,208,0,0,0,0,65536,131072,131072,1005,0,0,0,0,0,0,21134,10567,28891,0,42,21,0
